run_id,seed,arm,persona_id,quadrant,template,status,round,attempt_outcome,feedback_frame,filler_id,generation_seed,candidate_before_count,candidate_before_sha256,candidate_after_count,candidate_after_sha256,frustration_median
persona.high_e_high_n.seed-2001.neutral,2001,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,1,unsuccessful,valid_feedback,filler.neutral.1,4469567771656788920,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,0.003658088156953454
persona.high_e_high_n.seed-2001.neutral,2001,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,2,unsuccessful,valid_feedback,filler.neutral.2,462000147538888414,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,0.016032516956329346
persona.high_e_high_n.seed-2001.neutral,2001,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,3,unsuccessful,valid_feedback,filler.neutral.3,7203904594921472573,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,0.014201818034052849
persona.high_e_high_n.seed-2001.neutral,2001,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,4,unsuccessful,valid_feedback,filler.neutral.4,7493285141810551950,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,0.012440688908100128
persona.high_e_high_n.seed-2001.neutral,2001,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,5,unsuccessful,valid_feedback,filler.neutral.5,1845676750874802399,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,15,ce5d95544a095d12f3a94473e04ccab55002b524452e073c9d463fb6eb1f422c,0.014995597302913666
persona.high_e_high_n.seed-2002.feedback_only,2002,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,1,unsuccessful,valid_feedback,,1362916748984622560,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,c276bf3530cc8d3ce2b1ddb7f6cbf168184316c3a9894881b55d5b73f476cc0f,0.007738741114735603
persona.high_e_high_n.seed-2002.feedback_only,2002,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,2,unsuccessful,valid_feedback,,650953833576476763,3048,c276bf3530cc8d3ce2b1ddb7f6cbf168184316c3a9894881b55d5b73f476cc0f,886,0d3daa2ca8d34575596ff98fbf16fdc66fdcf7a2b2d6aaec69967d78b459ac5a,0.01737271435558796
persona.high_e_high_n.seed-2002.feedback_only,2002,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,3,invalid,invalid_guess,,2885332770678600905,886,0d3daa2ca8d34575596ff98fbf16fdc66fdcf7a2b2d6aaec69967d78b459ac5a,886,0d3daa2ca8d34575596ff98fbf16fdc66fdcf7a2b2d6aaec69967d78b459ac5a,0.01945798099040985
persona.high_e_high_n.seed-2002.feedback_only,2002,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,4,unsuccessful,valid_feedback,,3768721403253947093,886,0d3daa2ca8d34575596ff98fbf16fdc66fdcf7a2b2d6aaec69967d78b459ac5a,220,b031badf1c7b454458384239ee7ddba0095ddd30af33aaf382c5c243f0c0deff,0.010004889219999313
persona.high_e_high_n.seed-2002.feedback_only,2002,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,5,unsuccessful,valid_feedback,,7993377739206102388,220,b031badf1c7b454458384239ee7ddba0095ddd30af33aaf382c5c243f0c0deff,62,b502b312ad24fbedb79ad5b6f04133d76144a7889717dfed8a885ca84c303ed9,0.01411714032292366
persona.high_e_high_n.seed-2002.supportive,2002,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,1,unsuccessful,valid_feedback,filler.supportive.1,1362916748984622560,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,c276bf3530cc8d3ce2b1ddb7f6cbf168184316c3a9894881b55d5b73f476cc0f,0.006058808881789446
persona.high_e_high_n.seed-2002.supportive,2002,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,2,unsuccessful,valid_feedback,filler.supportive.2,650953833576476763,3048,c276bf3530cc8d3ce2b1ddb7f6cbf168184316c3a9894881b55d5b73f476cc0f,886,0d3daa2ca8d34575596ff98fbf16fdc66fdcf7a2b2d6aaec69967d78b459ac5a,0.01707284525036812
persona.high_e_high_n.seed-2002.supportive,2002,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,3,invalid,invalid_guess,filler.supportive.3,2885332770678600905,886,0d3daa2ca8d34575596ff98fbf16fdc66fdcf7a2b2d6aaec69967d78b459ac5a,886,0d3daa2ca8d34575596ff98fbf16fdc66fdcf7a2b2d6aaec69967d78b459ac5a,0.015498721972107887
persona.high_e_high_n.seed-2002.supportive,2002,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,4,unsuccessful,valid_feedback,filler.supportive.4,3768721403253947093,886,0d3daa2ca8d34575596ff98fbf16fdc66fdcf7a2b2d6aaec69967d78b459ac5a,239,cff8a270d51840c08248b6ef13bde1397c422a567b01cfd641bfa8b2f7af521c,0.013364461250603199
persona.high_e_high_n.seed-2002.supportive,2002,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,5,unsuccessful,valid_feedback,filler.supportive.5,7993377739206102388,239,cff8a270d51840c08248b6ef13bde1397c422a567b01cfd641bfa8b2f7af521c,99,a51f1f20171535ce91cf6e07622fd22a398d26effb0f93daadff2c05af3f2ffe,0.017287718132138252
persona.high_e_high_n.seed-2002.neutral,2002,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,1,unsuccessful,valid_feedback,filler.neutral.1,1362916748984622560,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,c276bf3530cc8d3ce2b1ddb7f6cbf168184316c3a9894881b55d5b73f476cc0f,0.00515414122492075
persona.high_e_high_n.seed-2002.neutral,2002,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,2,unsuccessful,valid_feedback,filler.neutral.2,650953833576476763,3048,c276bf3530cc8d3ce2b1ddb7f6cbf168184316c3a9894881b55d5b73f476cc0f,886,0d3daa2ca8d34575596ff98fbf16fdc66fdcf7a2b2d6aaec69967d78b459ac5a,0.01642252318561077
persona.high_e_high_n.seed-2002.neutral,2002,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,3,invalid,invalid_guess,filler.neutral.3,2885332770678600905,886,0d3daa2ca8d34575596ff98fbf16fdc66fdcf7a2b2d6aaec69967d78b459ac5a,886,0d3daa2ca8d34575596ff98fbf16fdc66fdcf7a2b2d6aaec69967d78b459ac5a,0.010005897842347622
persona.high_e_high_n.seed-2002.neutral,2002,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,4,unsuccessful,valid_feedback,filler.neutral.4,3768721403253947093,886,0d3daa2ca8d34575596ff98fbf16fdc66fdcf7a2b2d6aaec69967d78b459ac5a,239,cff8a270d51840c08248b6ef13bde1397c422a567b01cfd641bfa8b2f7af521c,0.008679087273776531
persona.high_e_high_n.seed-2002.neutral,2002,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,5,unsuccessful,valid_feedback,filler.neutral.5,7993377739206102388,239,cff8a270d51840c08248b6ef13bde1397c422a567b01cfd641bfa8b2f7af521c,86,dcd48a937783d3bcce96dce35bf00f78d8bce6a4cbdc63193bb9a4bef974927b,0.01457067672163248
persona.high_e_high_n.seed-2003.feedback_only,2003,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,1,unsuccessful,valid_feedback,,8452511391424371538,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,6561,53a14051f308be8c745906018a762ceb477324e2fdfef98aa3ddc1cd72bc1dbf,0.006020405795425177
persona.high_e_high_n.seed-2003.feedback_only,2003,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,2,unsuccessful,valid_feedback,,2185802378076996070,6561,53a14051f308be8c745906018a762ceb477324e2fdfef98aa3ddc1cd72bc1dbf,4096,376496ebbc388d8377fe7808c992e94a578bc62ac25dfbf6252690822d1450d6,0.014679265208542347
persona.high_e_high_n.seed-2003.feedback_only,2003,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,3,unsuccessful,valid_feedback,,4546495009630349109,4096,376496ebbc388d8377fe7808c992e94a578bc62ac25dfbf6252690822d1450d6,4096,376496ebbc388d8377fe7808c992e94a578bc62ac25dfbf6252690822d1450d6,0.015298616141080856
persona.high_e_high_n.seed-2003.feedback_only,2003,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,4,unsuccessful,valid_feedback,,5827469766280291389,4096,376496ebbc388d8377fe7808c992e94a578bc62ac25dfbf6252690822d1450d6,4096,376496ebbc388d8377fe7808c992e94a578bc62ac25dfbf6252690822d1450d6,0.01762695051729679
persona.high_e_high_n.seed-2003.feedback_only,2003,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,5,unsuccessful,valid_feedback,,9189069359561447070,4096,376496ebbc388d8377fe7808c992e94a578bc62ac25dfbf6252690822d1450d6,4096,376496ebbc388d8377fe7808c992e94a578bc62ac25dfbf6252690822d1450d6,0.02156967855989933
persona.high_e_high_n.seed-2003.supportive,2003,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,1,unsuccessful,valid_feedback,filler.supportive.1,8452511391424371538,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,6561,53a14051f308be8c745906018a762ceb477324e2fdfef98aa3ddc1cd72bc1dbf,0.001824965002015233
persona.high_e_high_n.seed-2003.supportive,2003,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,2,unsuccessful,valid_feedback,filler.supportive.2,2185802378076996070,6561,53a14051f308be8c745906018a762ceb477324e2fdfef98aa3ddc1cd72bc1dbf,4096,376496ebbc388d8377fe7808c992e94a578bc62ac25dfbf6252690822d1450d6,0.01667574979364872
persona.high_e_high_n.seed-2003.supportive,2003,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,3,unsuccessful,valid_feedback,filler.supportive.3,4546495009630349109,4096,376496ebbc388d8377fe7808c992e94a578bc62ac25dfbf6252690822d1450d6,4096,376496ebbc388d8377fe7808c992e94a578bc62ac25dfbf6252690822d1450d6,0.015981150791049004
persona.high_e_high_n.seed-2003.supportive,2003,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,4,unsuccessful,valid_feedback,filler.supportive.4,5827469766280291389,4096,376496ebbc388d8377fe7808c992e94a578bc62ac25dfbf6252690822d1450d6,4096,376496ebbc388d8377fe7808c992e94a578bc62ac25dfbf6252690822d1450d6,0.020370224490761757
persona.high_e_high_n.seed-2003.supportive,2003,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,5,unsuccessful,valid_feedback,filler.supportive.5,9189069359561447070,4096,376496ebbc388d8377fe7808c992e94a578bc62ac25dfbf6252690822d1450d6,4096,376496ebbc388d8377fe7808c992e94a578bc62ac25dfbf6252690822d1450d6,0.01840047910809517
persona.high_e_high_n.seed-2003.neutral,2003,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,1,unsuccessful,valid_feedback,filler.neutral.1,8452511391424371538,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,6561,53a14051f308be8c745906018a762ceb477324e2fdfef98aa3ddc1cd72bc1dbf,0.0020308971870690584
persona.high_e_high_n.seed-2003.neutral,2003,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,2,unsuccessful,valid_feedback,filler.neutral.2,2185802378076996070,6561,53a14051f308be8c745906018a762ceb477324e2fdfef98aa3ddc1cd72bc1dbf,4096,376496ebbc388d8377fe7808c992e94a578bc62ac25dfbf6252690822d1450d6,0.01543175708502531
persona.high_e_high_n.seed-2003.neutral,2003,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,3,unsuccessful,valid_feedback,filler.neutral.3,4546495009630349109,4096,376496ebbc388d8377fe7808c992e94a578bc62ac25dfbf6252690822d1450d6,4096,376496ebbc388d8377fe7808c992e94a578bc62ac25dfbf6252690822d1450d6,0.01366017572581768
persona.high_e_high_n.seed-2003.neutral,2003,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,4,unsuccessful,valid_feedback,filler.neutral.4,5827469766280291389,4096,376496ebbc388d8377fe7808c992e94a578bc62ac25dfbf6252690822d1450d6,4096,376496ebbc388d8377fe7808c992e94a578bc62ac25dfbf6252690822d1450d6,0.014541721902787685
persona.high_e_high_n.seed-2003.neutral,2003,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,5,unsuccessful,valid_feedback,filler.neutral.5,9189069359561447070,4096,376496ebbc388d8377fe7808c992e94a578bc62ac25dfbf6252690822d1450d6,4096,376496ebbc388d8377fe7808c992e94a578bc62ac25dfbf6252690822d1450d6,0.014765744097530842
persona.high_e_high_n.seed-2004.feedback_only,2004,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,1,unsuccessful,valid_feedback,,3012682462339476124,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,6561,53a14051f308be8c745906018a762ceb477324e2fdfef98aa3ddc1cd72bc1dbf,0.006020405795425177
persona.high_e_high_n.seed-2004.feedback_only,2004,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,2,unsuccessful,valid_feedback,,5539227853087561902,6561,53a14051f308be8c745906018a762ceb477324e2fdfef98aa3ddc1cd72bc1dbf,4096,376496ebbc388d8377fe7808c992e94a578bc62ac25dfbf6252690822d1450d6,0.01269209198653698
persona.high_e_high_n.seed-2004.feedback_only,2004,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,3,unsuccessful,valid_feedback,,9087570836507131457,4096,376496ebbc388d8377fe7808c992e94a578bc62ac25dfbf6252690822d1450d6,2401,189f5cdadf24cab8dffbae24e408b2d176c74829ec85b4aaf529f1064f1bda1e,0.018145211040973663
persona.high_e_high_n.seed-2004.feedback_only,2004,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,4,unsuccessful,valid_feedback,,4770636941596934890,2401,189f5cdadf24cab8dffbae24e408b2d176c74829ec85b4aaf529f1064f1bda1e,1296,e89552d5dca552c05e3ffd1f6a4215ff15f21f0c2b733aaa2eeeffc5541698b2,0.02042459137737751
persona.high_e_high_n.seed-2004.feedback_only,2004,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,5,unsuccessful,valid_feedback,,879249873976900214,1296,e89552d5dca552c05e3ffd1f6a4215ff15f21f0c2b733aaa2eeeffc5541698b2,625,4d28f7984ad1e52f00b72ec545d23d24e5091aa76e3403c7e85db43033899fbe,0.02103486657142639
persona.high_e_high_n.seed-2004.supportive,2004,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,1,unsuccessful,valid_feedback,filler.supportive.1,3012682462339476124,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,6561,53a14051f308be8c745906018a762ceb477324e2fdfef98aa3ddc1cd72bc1dbf,0.001824965002015233
persona.high_e_high_n.seed-2004.supportive,2004,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,2,unsuccessful,valid_feedback,filler.supportive.2,5539227853087561902,6561,53a14051f308be8c745906018a762ceb477324e2fdfef98aa3ddc1cd72bc1dbf,1820,ab963e3ac5c47a412aa8e77e52f2aebf2c350c67899c4acae4511a5e0eb024e6,0.014830398373305798
persona.high_e_high_n.seed-2004.supportive,2004,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,3,unsuccessful,valid_feedback,filler.supportive.3,9087570836507131457,1820,ab963e3ac5c47a412aa8e77e52f2aebf2c350c67899c4acae4511a5e0eb024e6,588,8700a3bcaa3be0b6d6d88102648e2e896709b87e73bc3b226c676a53c735b7aa,0.017879579216241837
persona.high_e_high_n.seed-2004.supportive,2004,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,4,unsuccessful,valid_feedback,filler.supportive.4,4770636941596934890,588,8700a3bcaa3be0b6d6d88102648e2e896709b87e73bc3b226c676a53c735b7aa,184,cb198093726eef3fc3e7114005fe6d3fcfc94f89aa68ca88f644f07878fb6efb,0.020296698436141014
persona.high_e_high_n.seed-2004.supportive,2004,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,5,unsuccessful,valid_feedback,filler.supportive.5,879249873976900214,184,cb198093726eef3fc3e7114005fe6d3fcfc94f89aa68ca88f644f07878fb6efb,63,f5615a652174268c6d89bcdffbb8a46dc5825ddf29135ada17dc66ea2dbefec9,0.020739831030368805
persona.high_e_high_n.seed-2004.neutral,2004,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,1,unsuccessful,valid_feedback,filler.neutral.1,3012682462339476124,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,6561,53a14051f308be8c745906018a762ceb477324e2fdfef98aa3ddc1cd72bc1dbf,0.0020308971870690584
persona.high_e_high_n.seed-2004.neutral,2004,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,2,unsuccessful,valid_feedback,filler.neutral.2,5539227853087561902,6561,53a14051f308be8c745906018a762ceb477324e2fdfef98aa3ddc1cd72bc1dbf,1820,ab963e3ac5c47a412aa8e77e52f2aebf2c350c67899c4acae4511a5e0eb024e6,0.012464967556297779
persona.high_e_high_n.seed-2004.neutral,2004,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,3,unsuccessful,valid_feedback,filler.neutral.3,9087570836507131457,1820,ab963e3ac5c47a412aa8e77e52f2aebf2c350c67899c4acae4511a5e0eb024e6,588,8700a3bcaa3be0b6d6d88102648e2e896709b87e73bc3b226c676a53c735b7aa,0.015132221393287182
persona.high_e_high_n.seed-2004.neutral,2004,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,4,unsuccessful,valid_feedback,filler.neutral.4,4770636941596934890,588,8700a3bcaa3be0b6d6d88102648e2e896709b87e73bc3b226c676a53c735b7aa,184,cb198093726eef3fc3e7114005fe6d3fcfc94f89aa68ca88f644f07878fb6efb,0.014762855134904385
persona.high_e_high_n.seed-2004.neutral,2004,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,5,unsuccessful,valid_feedback,filler.neutral.5,879249873976900214,184,cb198093726eef3fc3e7114005fe6d3fcfc94f89aa68ca88f644f07878fb6efb,63,f5615a652174268c6d89bcdffbb8a46dc5825ddf29135ada17dc66ea2dbefec9,0.01699354499578476
persona.high_e_high_n.seed-2005.feedback_only,2005,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,1,unsuccessful,valid_feedback,,8146282925072561755,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,0.002619295148178935
persona.high_e_high_n.seed-2005.feedback_only,2005,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,2,unsuccessful,valid_feedback,,7270573099286778731,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,0.013399473391473293
persona.high_e_high_n.seed-2005.feedback_only,2005,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,3,unsuccessful,valid_feedback,,320833271567228942,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,184,bb21685db6fbb818e3af6f4c5457db0c37e606a39470f45697f58b6b63d9526f,0.014545729383826256
persona.high_e_high_n.seed-2005.feedback_only,2005,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,4,unsuccessful,valid_feedback,,1081455331307413947,184,bb21685db6fbb818e3af6f4c5457db0c37e606a39470f45697f58b6b63d9526f,52,8727d9ce5fc0fc52767e37f5a5888530542b8cfb1a8cd4921fbcebfe35c06ec9,0.01224593911319971
persona.high_e_high_n.seed-2005.feedback_only,2005,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,5,unsuccessful,valid_feedback,,5451539660838294209,52,8727d9ce5fc0fc52767e37f5a5888530542b8cfb1a8cd4921fbcebfe35c06ec9,14,b095fd74ddff9807c5b218bb54089369c9a8234da040fb89bc7b476d47ae2067,0.0024043978191912174
persona.high_e_high_n.seed-2005.supportive,2005,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,1,unsuccessful,valid_feedback,filler.supportive.1,8146282925072561755,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,-0.0008038408122956753
persona.high_e_high_n.seed-2005.supportive,2005,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,2,unsuccessful,valid_feedback,filler.supportive.2,7270573099286778731,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,0.015218757092952728
persona.high_e_high_n.seed-2005.supportive,2005,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,3,unsuccessful,valid_feedback,filler.supportive.3,320833271567228942,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,190,35049178f6b4f7103224259f9c9baff8546af3ff8ac7de6c3814cb9b2c8a38ef,0.013609408400952816
persona.high_e_high_n.seed-2005.supportive,2005,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,4,unsuccessful,valid_feedback,filler.supportive.4,1081455331307413947,190,35049178f6b4f7103224259f9c9baff8546af3ff8ac7de6c3814cb9b2c8a38ef,51,7f6792ea80549f3fe04e97f7dcf6ec11eee7817a080ac7fed3b10acf9289c34c,0.008443056605756283
persona.high_e_high_n.seed-2005.supportive,2005,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,5,unsuccessful,valid_feedback,filler.supportive.5,5451539660838294209,51,7f6792ea80549f3fe04e97f7dcf6ec11eee7817a080ac7fed3b10acf9289c34c,25,ece30cf22d281aa2d29dbd5b632ea660c98aac1c9754a6467a2c6815b58b52cd,0.013469242490828037
persona.high_e_high_n.seed-2005.neutral,2005,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,1,unsuccessful,valid_feedback,filler.neutral.1,8146282925072561755,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,-0.0006060998421162367
persona.high_e_high_n.seed-2005.neutral,2005,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,2,unsuccessful,valid_feedback,filler.neutral.2,7270573099286778731,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,0.01183986570686102
