run_id,seed,arm,persona_id,quadrant,template,status,axis,round,attempt_outcome,feedback_frame,filler_id,generation_seed,candidate_before_count,candidate_before_sha256,candidate_after_count,candidate_after_sha256,projection
persona.high_e_high_n.seed-3001.feedback_only,3001,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,furious,5,unsuccessful,valid_feedback,,5581396381519978109,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,15,ce5d95544a095d12f3a94473e04ccab55002b524452e073c9d463fb6eb1f422c,-0.04330497980117798
persona.high_e_high_n.seed-3001.supportive,3001,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,joyful,1,unsuccessful,valid_feedback,filler.supportive.1,8651267931630186317,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,-0.07972364127635956
persona.high_e_high_n.seed-3001.supportive,3001,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,grief_stricken,1,unsuccessful,valid_feedback,filler.supportive.1,8651267931630186317,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,-0.20912514626979828
persona.high_e_high_n.seed-3001.supportive,3001,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,furious,1,unsuccessful,valid_feedback,filler.supportive.1,8651267931630186317,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,-0.05823657661676407
persona.high_e_high_n.seed-3001.supportive,3001,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,joyful,2,unsuccessful,valid_feedback,filler.supportive.2,7519613688897347346,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,-0.09728921204805374
persona.high_e_high_n.seed-3001.supportive,3001,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,grief_stricken,2,unsuccessful,valid_feedback,filler.supportive.2,7519613688897347346,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,-0.22083327174186707
persona.high_e_high_n.seed-3001.supportive,3001,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,furious,2,unsuccessful,valid_feedback,filler.supportive.2,7519613688897347346,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,-0.049132201820611954
persona.high_e_high_n.seed-3001.supportive,3001,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,joyful,3,unsuccessful,valid_feedback,filler.supportive.3,2866263049232594026,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,-0.09746015071868896
persona.high_e_high_n.seed-3001.supportive,3001,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,grief_stricken,3,unsuccessful,valid_feedback,filler.supportive.3,2866263049232594026,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,-0.20667487382888794
persona.high_e_high_n.seed-3001.supportive,3001,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,furious,3,unsuccessful,valid_feedback,filler.supportive.3,2866263049232594026,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,-0.049541447311639786
persona.high_e_high_n.seed-3001.supportive,3001,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,joyful,4,unsuccessful,valid_feedback,filler.supportive.4,1355455734847505189,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,-0.09036596864461899
persona.high_e_high_n.seed-3001.supportive,3001,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,grief_stricken,4,unsuccessful,valid_feedback,filler.supportive.4,1355455734847505189,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,-0.20593470335006714
persona.high_e_high_n.seed-3001.supportive,3001,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,furious,4,unsuccessful,valid_feedback,filler.supportive.4,1355455734847505189,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,-0.04269050806760788
persona.high_e_high_n.seed-3001.supportive,3001,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,joyful,5,unsuccessful,valid_feedback,filler.supportive.5,5581396381519978109,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,15,ce5d95544a095d12f3a94473e04ccab55002b524452e073c9d463fb6eb1f422c,-0.08311346173286438
persona.high_e_high_n.seed-3001.supportive,3001,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,grief_stricken,5,unsuccessful,valid_feedback,filler.supportive.5,5581396381519978109,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,15,ce5d95544a095d12f3a94473e04ccab55002b524452e073c9d463fb6eb1f422c,-0.20625747740268707
persona.high_e_high_n.seed-3001.supportive,3001,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,furious,5,unsuccessful,valid_feedback,filler.supportive.5,5581396381519978109,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,15,ce5d95544a095d12f3a94473e04ccab55002b524452e073c9d463fb6eb1f422c,-0.04569048061966896
persona.high_e_high_n.seed-3001.neutral,3001,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,joyful,1,unsuccessful,valid_feedback,filler.neutral.1,8651267931630186317,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,-0.07378803193569183
persona.high_e_high_n.seed-3001.neutral,3001,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,grief_stricken,1,unsuccessful,valid_feedback,filler.neutral.1,8651267931630186317,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,-0.20946815609931946
persona.high_e_high_n.seed-3001.neutral,3001,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,furious,1,unsuccessful,valid_feedback,filler.neutral.1,8651267931630186317,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,-0.05524224787950516
persona.high_e_high_n.seed-3001.neutral,3001,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,joyful,2,unsuccessful,valid_feedback,filler.neutral.2,7519613688897347346,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,-0.08912286162376404
persona.high_e_high_n.seed-3001.neutral,3001,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,grief_stricken,2,unsuccessful,valid_feedback,filler.neutral.2,7519613688897347346,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,-0.2196114957332611
persona.high_e_high_n.seed-3001.neutral,3001,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,furious,2,unsuccessful,valid_feedback,filler.neutral.2,7519613688897347346,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,-0.04706289619207382
persona.high_e_high_n.seed-3001.neutral,3001,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,joyful,3,unsuccessful,valid_feedback,filler.neutral.3,2866263049232594026,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,-0.09358087927103043
persona.high_e_high_n.seed-3001.neutral,3001,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,grief_stricken,3,unsuccessful,valid_feedback,filler.neutral.3,2866263049232594026,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,-0.20889925956726074
persona.high_e_high_n.seed-3001.neutral,3001,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,furious,3,unsuccessful,valid_feedback,filler.neutral.3,2866263049232594026,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,-0.04748312756419182
persona.high_e_high_n.seed-3001.neutral,3001,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,joyful,4,unsuccessful,valid_feedback,filler.neutral.4,1355455734847505189,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,-0.09075669944286346
persona.high_e_high_n.seed-3001.neutral,3001,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,grief_stricken,4,unsuccessful,valid_feedback,filler.neutral.4,1355455734847505189,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,-0.21069148182868958
persona.high_e_high_n.seed-3001.neutral,3001,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,furious,4,unsuccessful,valid_feedback,filler.neutral.4,1355455734847505189,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,-0.03722268342971802
persona.high_e_high_n.seed-3001.neutral,3001,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,joyful,5,unsuccessful,valid_feedback,filler.neutral.5,5581396381519978109,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,15,ce5d95544a095d12f3a94473e04ccab55002b524452e073c9d463fb6eb1f422c,-0.08523286879062653
persona.high_e_high_n.seed-3001.neutral,3001,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,grief_stricken,5,unsuccessful,valid_feedback,filler.neutral.5,5581396381519978109,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,15,ce5d95544a095d12f3a94473e04ccab55002b524452e073c9d463fb6eb1f422c,-0.20810963213443756
persona.high_e_high_n.seed-3001.neutral,3001,neutral,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,furious,5,unsuccessful,valid_feedback,filler.neutral.5,5581396381519978109,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,15,ce5d95544a095d12f3a94473e04ccab55002b524452e073c9d463fb6eb1f422c,-0.037684258073568344
persona.high_e_high_n.seed-3002.feedback_only,3002,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,joyful,1,unsuccessful,valid_feedback,,5719319262439913188,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,-0.0799110010266304
persona.high_e_high_n.seed-3002.feedback_only,3002,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,grief_stricken,1,unsuccessful,valid_feedback,,5719319262439913188,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,-0.21478663384914398
persona.high_e_high_n.seed-3002.feedback_only,3002,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,furious,1,unsuccessful,valid_feedback,,5719319262439913188,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,-0.05427351966500282
persona.high_e_high_n.seed-3002.feedback_only,3002,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,joyful,2,unsuccessful,valid_feedback,,3059685728169712079,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,-0.0914006307721138
persona.high_e_high_n.seed-3002.feedback_only,3002,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,grief_stricken,2,unsuccessful,valid_feedback,,3059685728169712079,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,-0.21935170888900757
persona.high_e_high_n.seed-3002.feedback_only,3002,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,furious,2,unsuccessful,valid_feedback,,3059685728169712079,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,-0.045010101050138474
persona.high_e_high_n.seed-3002.feedback_only,3002,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,joyful,3,unsuccessful,valid_feedback,,3339226952347719701,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,-0.09877196699380875
persona.high_e_high_n.seed-3002.feedback_only,3002,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,grief_stricken,3,unsuccessful,valid_feedback,,3339226952347719701,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,-0.21052798628807068
persona.high_e_high_n.seed-3002.feedback_only,3002,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,furious,3,unsuccessful,valid_feedback,,3339226952347719701,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,-0.04068560525774956
persona.high_e_high_n.seed-3002.feedback_only,3002,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,joyful,4,unsuccessful,valid_feedback,,8049805678369891682,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,-0.08948367089033127
persona.high_e_high_n.seed-3002.feedback_only,3002,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,grief_stricken,4,unsuccessful,valid_feedback,,8049805678369891682,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,-0.20402300357818604
persona.high_e_high_n.seed-3002.feedback_only,3002,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,furious,4,unsuccessful,valid_feedback,,8049805678369891682,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,-0.043094452470541
persona.high_e_high_n.seed-3002.feedback_only,3002,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,joyful,5,unsuccessful,valid_feedback,,6827442149413451170,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,15,ce5d95544a095d12f3a94473e04ccab55002b524452e073c9d463fb6eb1f422c,-0.08830059319734573
persona.high_e_high_n.seed-3002.feedback_only,3002,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,grief_stricken,5,unsuccessful,valid_feedback,,6827442149413451170,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,15,ce5d95544a095d12f3a94473e04ccab55002b524452e073c9d463fb6eb1f422c,-0.20431873202323914
persona.high_e_high_n.seed-3002.feedback_only,3002,feedback_only,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,furious,5,unsuccessful,valid_feedback,,6827442149413451170,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,15,ce5d95544a095d12f3a94473e04ccab55002b524452e073c9d463fb6eb1f422c,-0.04330497980117798
persona.high_e_high_n.seed-3002.supportive,3002,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,joyful,1,unsuccessful,valid_feedback,filler.supportive.1,5719319262439913188,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,-0.07972364127635956
persona.high_e_high_n.seed-3002.supportive,3002,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,grief_stricken,1,unsuccessful,valid_feedback,filler.supportive.1,5719319262439913188,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,-0.20912514626979828
persona.high_e_high_n.seed-3002.supportive,3002,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,furious,1,unsuccessful,valid_feedback,filler.supportive.1,5719319262439913188,10000,9582c82c0e979ad4740159fd2ec5d74526aeb48ac07bda14b2745a25206ae9f4,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,-0.05823657661676407
persona.high_e_high_n.seed-3002.supportive,3002,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,joyful,2,unsuccessful,valid_feedback,filler.supportive.2,3059685728169712079,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,-0.09728921204805374
persona.high_e_high_n.seed-3002.supportive,3002,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,grief_stricken,2,unsuccessful,valid_feedback,filler.supportive.2,3059685728169712079,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,-0.22083327174186707
persona.high_e_high_n.seed-3002.supportive,3002,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,furious,2,unsuccessful,valid_feedback,filler.supportive.2,3059685728169712079,3048,8d8a406c2701498bf0a5134fc8d3d2dd3838c787cab23a0c65e571fa2681a630,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,-0.049132201820611954
persona.high_e_high_n.seed-3002.supportive,3002,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,joyful,3,unsuccessful,valid_feedback,filler.supportive.3,3339226952347719701,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,-0.09746015071868896
persona.high_e_high_n.seed-3002.supportive,3002,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,grief_stricken,3,unsuccessful,valid_feedback,filler.supportive.3,3339226952347719701,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,-0.20667487382888794
persona.high_e_high_n.seed-3002.supportive,3002,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,furious,3,unsuccessful,valid_feedback,filler.supportive.3,3339226952347719701,768,fc8d58a9e3d1f8e19ada2eb0935f356d1fd043e3c6223147b6eb63ab52c33d06,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,-0.049541447311639786
persona.high_e_high_n.seed-3002.supportive,3002,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,joyful,4,unsuccessful,valid_feedback,filler.supportive.4,8049805678369891682,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,-0.09036596864461899
persona.high_e_high_n.seed-3002.supportive,3002,supportive,persona.high_e_high_n,high_e_high_n,v1,complete_five_failures,grief_stricken,4,unsuccessful,valid_feedback,filler.supportive.4,8049805678369891682,206,3701c51eacc8da4a43acc7def8b9efc78019c15d870b2f7a0f276ba681e765c0,55,04a95813d7014d7950fe157a956d4387a292572957115ac209f07c7805a04adc,-0.20593470335006714
